Hora_local;Dia_ano;Irradiancia_teorica;Irradiancia_ajustada;Temperatura;P_pv_inst;E_total;E_pv;E_grid;CO2
16:6;52;472.817;112.294;28.2;0.223284;0.0333333;0.0037214;0.0296119;2.96119
16:7;52;469.053;111.4;28.2;0.221507;0.0333333;0.00369178;0.0296416;2.96416
16:8;52;465.279;110.504;28.2;0.219725;0.0333333;0.00366208;0.0296713;2.96713
16:9;52;461.497;109.606;28.2;0.217939;0.0333333;0.00363231;0.029701;2.9701
16:10;52;457.707;108.705;28.2;0.216148;0.0333333;0.00360247;0.0297309;2.97309
16:11;52;453.907;107.803;28.2;0.214354;0.0333333;0.00357257;0.0297608;2.97608
16:12;52;450.099;106.899;28.2;0.212556;0.0333333;0.0035426;0.0297907;2.97907
16:13;52;446.283;105.992;28.2;0.210754;0.0333333;0.00351256;0.0298208;2.98208
16:14;52;442.458;105.084;28.2;0.208948;0.0333333;0.00348246;0.0298509;2.98509
16:15;52;438.625;104.173;28;0.207261;0.0333333;0.00345435;0.029879;2.9879
16:16;52;434.784;103.261;28;0.205446;0.0333333;0.00342409;0.0299092;2.99092
16:16;52;434.784;103.261;28;0.205446;0.0333333;0.00342409;0.0299092;2.99092
16:17;52;430.934;102.347;28;0.203627;0.0333333;0.00339378;0.0299396;2.99396
16:18;52;427.077;101.431;28;0.201804;0.0333333;0.0033634;0.0299699;2.99699
16:19;52;423.211;100.513;28;0.199977;0.0333333;0.00333295;0.0300004;3.00004
16:20;52;419.337;99.5926;28;0.198147;0.0333333;0.00330245;0.0300309;3.00309
16:21;52;415.456;98.6708;28;0.196313;0.0333333;0.00327188;0.0300615;3.00615
16:22;52;411.567;97.747;28;0.194475;0.0333333;0.00324125;0.0300921;3.00921
16:23;52;407.669;96.8215;28;0.192633;0.0333333;0.00321056;0.0301228;3.01228
16:24;52;403.765;95.8941;28;0.190788;0.0333333;0.00317981;0.0301535;3.01535
16:25;52;399.852;94.9649;28;0.18894;0.0333333;0.00314899;0.0301843;3.01843
16:26;52;395.932;94.034;28;0.187087;0.0333333;0.00311812;0.0302152;3.02152
16:27;52;392.005;93.1012;28;0.185232;0.0333333;0.00308719;0.0302461;3.02461
16:28;52;388.07;92.1667;28;0.183372;0.0333333;0.00305621;0.0302771;3.02771
16:29;52;384.128;91.2305;28;0.18151;0.0333333;0.00302516;0.0303082;3.03082
16:30;52;380.179;90.2926;27.7;0.179832;0.0333333;0.00299721;0.0303361;3.03361
16:31;52;376.223;89.353;27.7;0.177961;0.0333333;0.00296602;0.0303673;3.03673
16:32;52;372.26;88.4116;27.7;0.176086;0.0333333;0.00293477;0.0303986;3.03986
16:33;52;368.289;87.4687;27.7;0.174208;0.0333333;0.00290347;0.0304299;3.04299
16:33;52;368.289;87.4687;27.7;0.174208;0.0333333;0.00290347;0.0304299;3.04299
16:34;52;364.312;86.5241;27.7;0.172327;0.0333333;0.00287211;0.0304612;3.04612
16:35;52;360.328;85.5778;27.7;0.170442;0.0333333;0.0028407;0.0304926;3.04926
16:36;52;356.337;84.63;27.7;0.168554;0.0333333;0.00280924;0.0305241;3.05241
16:37;52;352.339;83.6805;27.7;0.166663;0.0333333;0.00277772;0.0305556;3.05556
16:38;52;348.335;82.7295;27.7;0.164769;0.0333333;0.00274616;0.0305872;3.05872
16:39;52;344.324;81.777;27.7;0.162872;0.0333333;0.00271454;0.0306188;3.06188
16:40;52;340.307;80.8229;27.7;0.160972;0.0333333;0.00268287;0.0306505;3.06505
16:41;52;336.283;79.8673;27.7;0.159069;0.0333333;0.00265115;0.0306822;3.06822
16:42;52;332.253;78.9102;27.7;0.157163;0.0333333;0.00261938;0.030714;3.0714
16:43;52;328.217;77.9516;27.7;0.155253;0.0333333;0.00258756;0.0307458;3.07458
16:44;52;324.175;76.9915;27.7;0.153341;0.0333333;0.00255569;0.0307776;3.07776
16:45;52;320.127;76.03;27.6;0.151411;0.0333333;0.00252352;0.0308098;3.08098
16:46;52;316.072;75.0671;27.6;0.149493;0.0333333;0.00249156;0.0308418;3.08418
16:47;52;312.012;74.1028;27.6;0.147573;0.0333333;0.00245955;0.0308738;3.08738
16:48;52;307.946;73.1371;27.6;0.14565;0.0333333;0.0024275;0.0309058;3.09058
16:49;52;303.874;72.17;27.6;0.143724;0.0333333;0.0023954;0.0309379;3.09379
16:50;52;299.796;71.2016;27.6;0.141795;0.0333333;0.00236326;0.0309701;3.09701
16:51;52;295.713;70.2318;27.6;0.139864;0.0333333;0.00233107;0.0310023;3.10023
16:51;52;295.713;70.2318;27.6;0.139864;0.0333333;0.00233107;0.0310023;3.10023
16:52;52;291.624;69.2607;27.6;0.13793;0.0333333;0.00229884;0.0310345;3.10345
16:53;52;287.53;68.2883;27.6;0.135994;0.0333333;0.00226656;0.0310668;3.10668
16:54;52;283.43;67.3147;27.6;0.134055;0.0333333;0.00223425;0.0310991;3.10991
16:55;52;279.325;66.3398;27.6;0.132113;0.0333333;0.00220189;0.0311314;3.11314
16:56;52;275.215;65.3636;27.6;0.130169;0.0333333;0.00216949;0.0311638;3.11638
16:57;52;271.1;64.3862;27.6;0.128223;0.0333333;0.00213705;0.0311963;3.11963
16:58;52;266.98;63.4077;27.6;0.126274;0.0333333;0.00210457;0.0312288;3.12288
16:59;52;262.854;62.4279;27.6;0.124323;0.0333333;0.00207205;0.0312613;3.12613
17:0;52;258.724;116.749;27.4;0.23264;0.0333333;0.00387733;0.029456;2.9456
17:1;52;254.589;114.883;27.4;0.228922;0.0333333;0.00381536;0.029518;2.9518
17:2;52;250.449;113.015;27.4;0.225199;0.0333333;0.00375332;0.02958;2.958
17:3;52;246.305;111.145;27.4;0.221472;0.0333333;0.00369121;0.0296421;2.96421
17:4;52;242.156;109.273;27.4;0.217742;0.0333333;0.00362903;0.0297043;2.97043
17:5;52;238.002;107.398;27.4;0.214007;0.0333333;0.00356678;0.0297666;2.97666
17:6;52;233.844;105.522;27.4;0.210268;0.0333333;0.00350447;0.0298289;2.98289
17:7;52;229.681;103.644;27.4;0.206525;0.0333333;0.00344209;0.0298912;2.98912
17:8;52;225.515;101.764;27.4;0.202779;0.0333333;0.00337964;0.0299537;2.99537
17:8;52;225.515;101.764;27.4;0.202779;0.0333333;0.00337964;0.0299537;2.99537
17:9;52;221.344;99.8814;27.4;0.199028;0.0333333;0.00331714;0.0300162;3.00162
17:10;52;217.169;97.9975;27.4;0.195274;0.0333333;0.00325457;0.0300788;3.00788
17:11;52;212.99;96.1117;27.4;0.191516;0.0333333;0.00319194;0.0301414;3.01414
17:12;52;208.807;94.2241;27.4;0.187755;0.0333333;0.00312925;0.0302041;3.02041
17:13;52;204.62;92.3347;27.4;0.18399;0.0333333;0.00306651;0.0302668;3.02668
17:14;52;200.429;90.4437;27.4;0.180222;0.0333333;0.0030037;0.0303296;3.03296
17:15;52;196.235;88.551;27.3;0.176531;0.0333333;0.00294218;0.0303912;3.03912
17:16;52;192.037;86.6566;27.3;0.172754;0.0333333;0.00287924;0.0304541;3.04541
17:17;52;187.835;84.7606;27.3;0.168975;0.0333333;0.00281624;0.0305171;3.05171
17:18;52;183.63;82.8631;27.3;0.165192;0.0333333;0.0027532;0.0305801;3.05801
17:19;52;179.422;80.964;27.3;0.161406;0.0333333;0.0026901;0.0306432;3.06432
17:20;52;175.21;79.0634;27.3;0.157617;0.0333333;0.00262695;0.0307064;3.07064
17:21;52;170.995;77.1613;27.3;0.153825;0.0333333;0.00256375;0.0307696;3.07696
17:22;52;166.776;75.2579;27.3;0.15003;0.0333333;0.00250051;0.0308328;3.08328
17:23;52;162.555;73.353;27.3;0.146233;0.0333333;0.00243722;0.0308961;3.08961
17:24;52;158.331;71.4468;27.3;0.142433;0.0333333;0.00237388;0.0309595;3.09595
17:24;52;158.331;71.4468;27.3;0.142433;0.0333333;0.00237388;0.0309595;3.09595
17:25;52;154.104;69.5392;27.3;0.13863;0.0333333;0.0023105;0.0310228;3.10228
17:26;52;149.874;67.6304;27.3;0.134825;0.0333333;0.00224708;0.0310863;3.10863
17:27;52;145.641;65.7204;27.3;0.131017;0.0333333;0.00218361;0.0311497;3.11497
17:28;52;141.405;63.8091;27.3;0.127207;0.0333333;0.00212011;0.0312132;3.12132
17:29;52;137.167;61.8966;27.3;0.123394;0.0333333;0.00205657;0.0312768;3.12768
17:30;52;132.926;59.9831;27.2;0.119634;0.0333333;0.00199389;0.0313394;3.13394
17:31;52;128.683;58.0684;27.2;0.115815;0.0333333;0.00193025;0.0314031;3.14031
17:32;52;124.438;56.1526;27.2;0.111994;0.0333333;0.00186657;0.0314668;3.14668
17:33;52;120.19;54.2359;27.2;0.108171;0.0333333;0.00180285;0.0315305;3.15305
17:34;52;115.94;52.3181;27.2;0.104346;0.0333333;0.0017391;0.0315942;3.15942
17:35;52;111.688;50.3994;27.2;0.100519;0.0333333;0.00167532;0.031658;3.1658
17:36;52;107.434;48.4798;27.2;0.0966908;0.0333333;0.00161151;0.0317218;3.17218
17:37;52;103.178;46.5593;27.2;0.0928605;0.0333333;0.00154767;0.0317857;3.17857
17:38;52;98.9206;44.6379;27.2;0.0890284;0.0333333;0.00148381;0.0318495;3.18495
17:39;52;94.6609;42.7157;27.2;0.0851947;0.0333333;0.00141991;0.0319134;3.19134
17:40;52;90.3996;40.7928;27.2;0.0813595;0.0333333;0.00135599;0.0319773;3.19773
17:41;52;86.1366;38.8691;27.2;0.0775228;0.0333333;0.00129205;0.0320413;3.20413
17:41;52;86.1366;38.8691;27.2;0.0775228;0.0333333;0.00129205;0.0320413;3.20413
17:42;52;81.8721;36.9448;27.2;0.0736848;0.0333333;0.00122808;0.0321053;3.21053
17:43;52;77.6061;35.0197;27.2;0.0698454;0.0333333;0.00116409;0.0321692;3.21692
17:44;52;73.3387;33.0941;27.2;0.0660048;0.0333333;0.00110008;0.0322333;3.22333
17:45;52;69.07;31.1679;27;0.0622195;0.0333333;0.00103699;0.0322963;3.22963
17:46;52;64.8001;29.2411;27;0.0583731;0.0333333;0.000972884;0.0323604;3.23604
17:47;52;60.5291;27.3138;27;0.0545256;0.0333333;0.000908761;0.0324246;3.24246
17:48;52;56.257;25.386;27;0.0506773;0.0333333;0.000844621;0.0324887;3.24887
17:49;52;51.9839;23.4578;27;0.046828;0.0333333;0.000780467;0.0325529;3.25529
17:50;52;47.71;21.5291;27;0.042978;0.0333333;0.000716299;0.032617;3.2617
17:51;52;43.4352;19.6001;27;0.0391272;0.0333333;0.000652119;0.0326812;3.26812
17:52;52;39.1597;17.6708;27;0.0352757;0.0333333;0.000587929;0.0327454;3.27454
17:53;52;34.8835;15.7412;27;0.0314237;0.0333333;0.000523728;0.0328096;3.28096
17:54;52;30.6068;13.8113;27;0.0275711;0.0333333;0.000459519;0.0328738;3.28738
17:55;52;26.3296;11.8812;27;0.0237181;0.0333333;0.000395302;0.032938;3.2938
17:56;52;22.0519;9.95094;27;0.0198648;0.0333333;0.000331079;0.0330023;3.30023
17:57;52;17.774;8.02051;27;0.0160111;0.0333333;0.000266852;0.0330665;3.30665
17:57;52;17.774;8.02051;27;0.0160111;0.0333333;0.000266852;0.0330665;3.30665
17:58;52;13.4958;6.08997;27;0.0121572;0.0333333;0.000202621;0.0331307;3.31307
17:59;52;9.21743;4.15936;27;0.00830321;0.0333333;0.000138387;0.0331949;3.31949
18:0;52;4.93898;1.17301;27;0.00234164;0.0333333;3.90274e-05;0.0332943;3.32943
18:1;52;0.660539;0.660539;0;0.00132108;0.0333333;2.2018e-05;0.0333113;3.33113
18:6;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:7;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:8;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:9;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:10;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:11;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:12;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:13;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:14;52;0;0;27;0;0.0333333;0;0.0333333;3.33333
18:15;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:16;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:17;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:18;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:18;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:19;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:20;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:21;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:22;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:23;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:24;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:25;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:26;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:27;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:28;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:29;52;0;0;26.8;0;0.0333333;0;0.0333333;3.33333
18:30;52;0;0;26.6;0;0.0333333;0;0.0333333;3.33333
18:31;52;0;0;26.6;0;0.0333333;0;0.0333333;3.33333
18:32;52;0;0;26.6;0;0.0333333;0;0.0333333;3.33333
10:30;53;911.794;346.482;27.5;0.689827;0.5;0.172457;0.327543;32.7543
10:44;53;933.038;354.555;27.5;0.705899;0.5;0.176475;0.323525;32.3525
10:58;53;950.819;361.311;27.8;0.71837;0.5;0.179592;0.320408;32.0408
11:11;53;964.172;363.975;28;0.723178;0.5;0.180794;0.319206;31.9206
11:25;53;975.099;368.1;28.3;0.730373;0.5;0.182593;0.317407;31.7407
11:39;53;982.406;370.858;28.6;0.734721;0.5;0.18368;0.31632;31.632
11:53;53;986.067;372.24;28.8;0.73655;0.5;0.184138;0.315862;31.5862
12:7;53;986.067;372.24;29;0.735876;0.5;0.183969;0.316031;31.6031
12:21;53;982.406;370.858;29.2;0.732297;0.5;0.183074;0.316926;31.6926
12:35;53;975.099;368.1;29.3;0.726344;0.5;0.181586;0.318414;31.8414
12:48;53;965.072;242.957;29.3;0.479637;0.5;0.119909;0.380091;38.0091
13:32;53;908.481;228.71;29.4;0.451125;0.5;0.112781;0.387219;38.7219
13:46;53;883.378;222.39;29.4;0.438625;0.5;0.109656;0.390344;39.0344
14:0;53;854.997;203.062;29.4;0.400534;0.5;0.100134;0.399866;39.9866
14:14;53;823.444;195.568;29.4;0.385753;0.5;0.0964383;0.403562;40.3562
14:28;53;788.837;187.349;29.1;0.370197;0.5;0.0925493;0.407451;40.7451
14:42;53;751.306;178.435;28.8;0.353237;0.5;0.0883093;0.411691;41.1691
14:56;53;710.989;168.86;28.4;0.335027;0.5;0.0837568;0.416243;41.6243
15:9;53;671.191;159.408;28.1;0.316782;0.5;0.0791956;0.420804;42.0804
15:23;53;625.937;148.66;27.9;0.295717;0.5;0.0739293;0.426071;42.6071
15:37;53;578.366;137.362;27.6;0.273486;0.5;0.0683715;0.431628;43.1628
15:51;53;528.655;125.556;27.4;0.250168;0.5;0.062542;0.437458;43.7458
16:5;53;476.99;113.285;27.2;0.225889;0.5;0.0564722;0.443528;44.3528
16:19;53;423.564;100.596;27.1;0.200679;0.5;0.0501697;0.44983;44.983
16:33;53;368.576;87.5367;26.9;0.174812;0.5;0.0437031;0.456297;45.6297
16:46;53;316.295;75.1201;26.8;0.150108;0.5;0.037527;0.462473;46.2473
17:0;53;258.877;61.4834;26.7;0.122934;0.5;0.0307335;0.469267;46.9267
17:14;53;200.512;47.6216;26.7;0.0952177;0.5;0.0238044;0.476196;47.6196
17:28;53;141.416;33.5863;26.6;0.0671692;0.5;0.0167923;0.483208;48.3208
17:42;53;81.8107;19.4301;26.5;0.0388695;0.5;0.00971738;0.490283;49.0283
17:56;53;21.918;5.20552;26.5;0.0104086;0.5;0.00260215;0.497398;49.7398
18:10;53;0;0;26.4;0;0.5;0;0.5;50
18:24;53;0;0;26.3;0;0.5;0;0.5;50
18:37;53;0;0;26.1;0;0.5;0;0.5;50
18:51;53;0;0;25.9;0;0.5;0;0.5;50
19:5;53;0;0;25.7;0;0.5;0;0.5;50
19:19;53;0;0;25.6;0;0.5;0;0.5;50
